campaign_id,campaign_name,platform,product_category,creative_id,variant,headline,body_copy,cta,metric_date,impressions,clicks,conversions,spend,revenue
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-06,465,5,0,168.77,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-07,439,5,0,107.58,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-08,267,3,0,94.51,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-09,447,4,0,97.77,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-10,447,3,0,67.69,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-11,426,4,0,32.06,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-12,539,5,0,165.43,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-13,387,4,0,65.21,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-14,502,5,0,167.84,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-15,406,4,0,39.47,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-16,447,5,0,57.33,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-17,394,4,0,60.63,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-18,415,3,0,41.16,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-19,461,5,0,67.16,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-20,441,4,0,102.19,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-21,347,3,0,33.8,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-22,418,4,0,95.54,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-23,430,4,0,39.67,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-24,566,6,0,194.68,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-25,458,5,0,72.13,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-26,314,3,0,34.72,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-27,445,6,0,124.57,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-28,428,4,0,52.56,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-29,439,4,0,77.75,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_B,B,Brand Name — Quality You Can Trust,"Discover our latest collection. Premium quality, fair prices.",Learn More,2024-01-30,517,6,0,157.09,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-01,418,14,0,414.62,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-02,452,14,0,314.72,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-03,407,18,0,368.84,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-04,318,11,0,327.98,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-05,379,13,0,332.9,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-06,287,10,0,105.18,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-07,314,12,0,227.68,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-08,322,13,0,420.76,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-09,330,11,0,203.96,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-10,419,13,0,204.12,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-11,386,16,0,466.41,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-12,283,10,0,131.27,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-13,388,15,0,417.97,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-14,304,9,0,84.18,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-15,403,15,0,335.11,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-16,388,14,0,433.81,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-17,335,12,0,375.23,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-18,390,13,0,303.96,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-19,478,18,0,183.84,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-20,307,12,0,198.5,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-21,319,12,0,197.8,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-22,439,14,0,356.0,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-23,428,16,0,532.24,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-24,420,18,0,417.61,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-25,360,12,0,259.91,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-26,324,11,0,108.43,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-27,369,14,0,277.63,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-28,389,15,0,518.46,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-29,374,15,0,390.48,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_C,C,"Over 10,000 Happy Customers Can't Be Wrong",Join thousands who've transformed their routine. Rated 4.8/5 stars.,See Reviews,2024-01-30,359,16,0,172.75,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-01,452,19,0,532.86,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-02,346,17,0,232.68,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-03,399,20,0,620.57,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-04,442,21,0,682.93,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-05,360,14,0,425.49,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-06,385,20,0,230.64,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-07,426,17,1,338.8,626.21
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-08,424,21,1,231.43,1185.27
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-09,358,17,0,204.42,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-10,416,17,0,389.61,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-11,435,22,0,392.6,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-12,480,25,1,226.93,1761.07
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-13,327,14,0,364.1,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-14,445,22,0,695.58,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-15,445,29,1,956.87,1449.27
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-16,448,23,0,680.73,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-17,472,24,0,308.23,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-18,393,20,1,382.33,1495.34
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-19,365,17,0,249.91,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-20,383,18,0,329.92,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-21,556,21,0,281.16,0.0
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-22,455,18,1,542.78,889.52
CAMP_001,Campaign 1 — Fashion,Instagram,Fashion,CAMP_001_VAR_D,D,Only 3 Left in Stock — Order Before It's Gone,High demand item. Secure yours before stock runs out. Fast delivery guaranteed.,Buy Now,2024-01-23,384,20,1,516.42,712.09
